objectID,objectName,title,artistDisplayName,objectDate,medium,dimensions,city,classification,description,image_array,Question1,Answer1,Question2,Answer2,Question3,Answer3,Question4,Answer4
448277,Illustrated single work,Portrait of Emperor Jahangir Praying,,early 17th century,Ink and opaque watercolor on paper,"Page: H. 11 in. (27.9 cm)
           W. 6 5/16 in. (16 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)
Frame:   H. 21 3/4 in. (54.6 cm)
              W. 16 3/4 in. (42.5 cm)",,Codices,"This work, completed shortly before the high point of Mughal portraiture, shows the emperor Jahangir (r. 1605–27) praying. It was painted near the beginning of his reign and is paired with a portrait of his father Akbar, also in the Museum’s collection. Although neutral tones dominate, Jahangir’s jewelry and the sash around his waist are accented in red and blue. The underdrawing, especially visible at Jahangir’s feet and legs, indicates that the artist departed from his original plan in the process of executing this portrait.","[[[ 94  97 105]
  [ 91  94 102]
  [ 86  89  97]
  ...
  [ 77  89  91]
  [ 77  89  91]
  [ 76  88  90]]

 [[ 91  94 102]
  [ 88  91  99]
  [ 86  89  97]
  ...
  [ 81  88  91]
  [ 81  88  91]
  [ 80  87  90]]

 [[ 86  89  97]
  [ 86  89  97]
  [ 86  89  97]
  ...
  [ 84  87  92]
  [ 84  87  91]
  [ 84  87  92]]

 ...

 [[134 160 177]
  [133 159 175]
  [130 156 172]
  ...
  [ 92  98 103]
  [101 107 112]
  [ 95 101 106]]

 [[137 154 180]
  [130 154 178]
  [124 152 176]
  ...
  [ 95  97 105]
  [101 103 111]
  [102 104 112]]

 [[138 155 181]
  [132 156 180]
  [125 153 177]
  ...
  [ 75  77  85]
  [ 78  80  88]
  [ 75  77  85]]]", What does the painting depict?, The painting depicts Emperor Jahangir praying., When was the painting created?, The painting was created in the early 17th century., What medium is the painting made of?, The painting is made of ink and opaque watercolor on paper., What is the size of the painting?, The page is 11 in. (27.9 cm) high and 6 5/16 in. (16 cm) wide. The mat is 19 1/4 in. (48.9 cm) high and 14 1/4 in. (36.2 cm) wide. The frame is 21 3/4 in. (54.6 cm) high and 16 3/4 in. (42.5 cm) wide.
448278,Illustrated single work,Portrait of Emperor Akbar Praying,,early 17th century,Ink and opaque watercolor on paper,"Overall: H. 10 9/16 in. (26.8 cm)
               W. 6 1/16 in. (15.4 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)
Frame:   H. 21 3/4 in. (54.6 cm)
              W. 16 3/4 in. (42.5 cm)",,Codices,"This work, drawn shortly before the high point of Mughal portraiture, shows an aged emperor Akbar holding a rosary during prayer. It was commissioned soon before or after his death in 1605 and is paired with a similar portrait of his son and successor Jahangir. Although neutral tones dominate, the sash around his waist is accented in red and blue. The underdrawing, especially visible at Akbar’s feet and legs, indicates that the artist departed from his original plan in the process of executing this portrait.","[[[195 194 210]
  [193 192 208]
  [190 189 205]
  ...
  [198 195 210]
  [195 192 207]
  [195 192 207]]

 [[195 194 210]
  [193 192 208]
  [190 189 205]
  ...
  [198 195 210]
  [195 192 207]
  [195 192 207]]

 [[195 194 210]
  [193 192 208]
  [190 189 205]
  ...
  [198 195 210]
  [195 192 207]
  [195 192 207]]

 ...

 [[212 217 232]
  [212 217 232]
  [212 217 232]
  ...
  [190 202 220]
  [192 199 218]
  [199 206 225]]

 [[212 217 232]
  [212 217 232]
  [212 217 232]
  ...
  [190 197 216]
  [196 200 219]
  [204 208 227]]

 [[212 217 232]
  [212 217 232]
  [212 217 232]
  ...
  [203 209 228]
  [199 203 222]
  [206 210 229]]]", Who is depicted in the portrait?, Emperor Akbar, When was the portrait created?, Early 17th century, What medium was used to create the portrait?, Ink and opaque watercolor on paper, What are the dimensions of the portrait including the frame?," Height: 21 3/4 inches (54.6 cm), Width: 16 3/4 inches (42.5 cm)"
448351,Joined fragments,Joined Fragments: Velvet Panel with Rows of Flowers,,mid-17th century,"Silk, cut and voided velvet, with continuous floats of metal wrapped thread","Textile: L. 36 in. (91.4 cm)
             W. 29 in. ( 73.7 cm)
Mount: H. 72 1/2 in. (184.2 cm)
            W. 34 3/4 in. (88.3 cm)
            D. 1 3/4 in. (4.4 cm)",,Textiles-Woven,"Textiles depicting formally arranged, naturalistic flowers on a neutral background were produced in great numbers during the reign of the emperor Shah Jahan (r. 1628–58). This distinctly Mughal decorative style developed from the influence of European herbal illustrations on traditional Indian depictions of nature. Despite their connection to medical illustrations these roses and lilies, while naturalistic, have been altered for aesthetic reasons and are not botanically correct.","[[[123 158 184]
  [123 158 184]
  [121 156 182]
  ...
  [129 164 190]
  [126 161 187]
  [123 158 184]]

 [[123 158 184]
  [125 160 186]
  [123 158 184]
  ...
  [128 163 189]
  [126 161 187]
  [124 159 185]]

 [[120 155 181]
  [126 161 187]
  [124 159 185]
  ...
  [128 163 189]
  [126 161 187]
  [125 160 186]]

 ...

 [[201 207 212]
  [199 205 210]
  [199 205 210]
  ...
  [207 212 215]
  [208 213 216]
  [209 214 217]]

 [[203 209 214]
  [201 207 212]
  [201 207 212]
  ...
  [211 216 219]
  [212 217 220]
  [212 217 220]]

 [[204 210 215]
  [203 209 214]
  [203 209 214]
  ...
  [214 219 222]
  [214 219 222]
  [214 219 222]]]", What is the name of the art?, Joined Fragments: Velvet Panel with Rows of Flowers, When was the art created?, Mid-17th century, What is the medium used to create the art?," Silk, cut and voided velvet, with continuous floats of metal wrapped thread", What is the style of the art?, Mughal decorative style
448450,Ewer,Kettle Ewer with Dragon-Headed Spout,,late 16th–early 17th century,Brass; cast and later engraved,"Ht. 11 7/8 in. (30.2 cm)
W. 10 9/16 in. (26.8 cm)
D. 5 13/16 in. (14.8 cm)",,Metal,"Arabic Inscription (from the Qur'an, Sura 2 [al‑Baqara]: 255): ""God, there is no God but He, the Living, the Everlasting. Slumber seizes Him not, neither sleep; to Him belongs all that is in the heavens and the earth.""Although this type of ewer was also made in Iran, the pronounced verticality, elongated spout, and Timurid-style dragon of this example point to a northern Indian origin. It was later inscribed with a Qur'anic verse and the name of its owner, 'Abdullah Muhammad.","[[[163 168 171]
  [163 168 171]
  [163 168 171]
  ...
  [135 140 143]
  [138 141 145]
  [139 142 146]]

 [[164 169 172]
  [164 169 172]
  [164 169 172]
  ...
  [133 140 143]
  [136 141 144]
  [137 142 145]]

 [[165 170 173]
  [165 170 173]
  [165 170 173]
  ...
  [132 141 144]
  [134 141 144]
  [134 141 144]]

 ...

 [[172 174 184]
  [174 176 186]
  [175 177 187]
  ...
  [146 151 160]
  [146 151 160]
  [146 151 160]]

 [[171 173 183]
  [172 174 184]
  [173 175 185]
  ...
  [146 151 160]
  [146 151 160]
  [146 151 160]]

 [[170 172 182]
  [169 171 181]
  [169 171 181]
  ...
  [145 150 159]
  [145 150 159]
  [145 150 159]]]", What is the name of the art?, Kettle Ewer with Dragon-Headed Spout, When was the art created?, Late 16th–early 17th century, What is the medium used to create the art?, Brass; cast and later engraved, What is the inscription on the art?," Arabic Inscription (from the Qur'an, Sura 2 [al‑Baqara]: 255): ""God, there is no God but He, the Living, the Everlasting. Slumber seizes Him not, neither sleep; to Him belongs all that is in the heavens and the earth."""
448460,Illustrated  album leaf,"""A Night-time Gathering"", Folio from the Davis Album",Muhammad Zaman,dated 1664–65,"Ink, opaque watercolor, and gold on paper","Page: H. 13 1/8 in. (33.3 cm)
           W.  8 1/4 in. (21 cm)
Mat:  H. 19 1/4 in. (48.9 cm)
         W. 14 1/4 in. (36.2 cm)",,Codices,"This painting by the late Safavid painter Muhammad Zaman depicts two scholars and their Indian attendants who confer by candlelight. Signed and dated ""the year 7"", this work may have been executed in the seventh year of the emperor Aurangzeb, recording the first of two comets sighted in the northern hemisphere in December 1664 and April 1665. Scholars have suggested that perhaps Muhammad Zaman produced this image in India, or that he painted it in Iran in his eclectic style, which combined European and Mughal Indian elements.","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]", What is the name of the art and which album is it from?," ""A Night-time Gathering"", Folio from the Davis Album", Who is the artist and when was it created?," Muhammad Zaman, 1664–65", What materials were used to create the art?," Ink, opaque watercolor, and gold on paper", What does the painting depict?," Two scholars and their Indian attendants who confer by candlelight, possibly commemorating a comet sighting in 1664 or 1665."
448464,Illustrated  album leaf,"""Portrait of Jahangir Holding Flower"", Folio from the Davis Album",,second half 17th century,"Ink, opaque watercolor, and gold on paper","Page: H. 13 1/8 in. (33.3 cm)
            W. 8 1/4 in. ( 21 cm)
Painting: H. 7 7/8 in. (20 cm)
                 W. 5 7/8 in. (14.9 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)",,Codices,"While this painting offers a close rendering of Jahangir’s facial features, his slightly top-heavy body, stiff pose, and the dark background indicate that this is not a product of the imperial atelier. It could have been made at one of the provincial courts of northern India, or as some have suggested, at the Persian city of Isfahan by a local artist copying a Mughal image.","[[[213 211 233]
  [215 218 239]
  [201 208 228]
  ...
  [216 215 219]
  [213 212 216]
  [211 210 214]]

 [[212 210 232]
  [214 217 238]
  [200 207 227]
  ...
  [216 215 219]
  [209 208 212]
  [207 206 210]]

 [[210 208 230]
  [212 215 236]
  [198 205 225]
  ...
  [217 216 220]
  [204 203 207]
  [204 203 207]]

 ...

 [[214 221 230]
  [214 221 230]
  [214 221 230]
  ...
  [219 221 231]
  [218 219 229]
  [218 219 229]]

 [[214 221 230]
  [214 221 230]
  [214 221 230]
  ...
  [219 221 231]
  [217 218 228]
  [217 218 228]]

 [[214 221 230]
  [214 221 230]
  [214 221 230]
  ...
  [219 221 231]
  [216 217 227]
  [216 217 227]]]", What is the name of the art?, Illustrated Album Leaf, When was the art created?, Second half of the 17th century, What material was used to create the art?," Ink, opaque watercolor, and gold on paper", Where is it believed that the art could have been created?, One of the provincial courts of northern India or the Persian city of Isfahan
448465,Illustrated  album leaf,"""Portrait of a Noble in Gauzy White Costume"", Folio from the Davis Album",,late 17th century,"Ink, opaque watercolor, and gold on paper","Page: H. 13 1/8 in. (33.3 cm)
            W. 8 1/4 in. ( 21 cm)
Painting: H. 7 3/8 in. (18.7 cm)
                 W. 5 1/2 in. (14 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)",,Codices,"This unidentified nobleman is dressed in the fashion of the Jahangir period when the double patka (sash) came into vogue. However, the treatment of the dark ground and figure suggest that it is from a later moment in the seventeenth century, based on an earlier model.","[[[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 0 0]
  [0 0 0]
  [0 0 0]]]", What is the name of the art?," Illustrated album leaf: ""Portrait of a Noble in Gauzy White Costume"", Folio from the Davis Album", When was the art created?, Late 17th century, What materials were used to create the art?," Ink, opaque watercolor, and gold on paper", What are the dimensions of the art?, Page: 13 1/8 in. (33.3 cm) x 8 1/4 in. ( 21 cm)\r
448466,Illustrated  album leaf,"""Hamid Bhakari Punished by Akbar"", Folio from a Manuscript of the Akbarnama. Folio from the Davis Album",Abu'l Fazl,ca. 1604,"Ink, opaque watercolor, and gold on paper","Page: H. 13 1/8 in. (33.3 cm)
           W.  8 1/4 in. (21 cm)
Mat:  H. 19 1/4 in. (48.9 cm)
         W. 14 1/4 in. (36.2 cm)",,Codices,"Written by the courtier Abu'l Fazl between 1589 and 1598, the Akbarnama chronicles the life of the emperor Akbar, including details on His Majesty’s affairs ranging from the issuing of edicts to his daily diet. The focus of this painting appears to be a royal hunting expedition, but in the lower left corner one finds the true subject: the courtier Hamid Bhakari stripped to his underclothes and forced to ride backwards on a donkey, a humiliation for an offense committed again the emperor. This painting is one of eight folios from the so-called ""Chester Beatty Akbarnama"" in the Davis album.","[[[203 200 196]
  [212 209 205]
  [209 205 204]
  ...
  [223 224 222]
  [210 211 209]
  [ 10  11   9]]

 [[216 213 209]
  [227 224 220]
  [225 221 220]
  ...
  [232 233 231]
  [218 219 217]
  [ 14  15  13]]

 [[213 209 204]
  [225 220 217]
  [225 220 217]
  ...
  [231 232 230]
  [216 217 215]
  [  9  10   8]]

 ...

 [[215 217 217]
  [227 229 229]
  [222 224 224]
  ...
  [237 242 240]
  [223 226 224]
  [ 15  18  16]]

 [[199 199 199]
  [213 213 213]
  [211 211 211]
  ...
  [228 233 231]
  [217 220 218]
  [ 12  13  11]]

 [[ 14  16  16]
  [  7   9   9]
  [ 17  19  19]
  ...
  [ 10  10  10]
  [ 13  13  13]
  [  0   0   0]]]", What is the name of the art?," Illustrated album leaf: ""Hamid Bhakari Punished by Akbar"", Folio from a Manuscript of the Akbarnama. Folio from the Davis Album", Who wrote and in which year?, Written by the courtier Abu\'l Fazl between 1589 and 1598., What is the subject of the artwork?," The focus of the painting appears to be a royal hunting expedition, but in the lower left corner one finds the true subject: the courtier Hamid Bhakari gets punished by the emperor.", What is the classification of this art?, Codices
448467,Illustrated  album leaf,"""Akbar Hunting with Cheetahs"",  Folio from a Manuscript of the Akbarnama. Folio from the Davis Album",Abu'l Fazl,ca. 1604,"Ink, opaque watercolor, and gold on paper","Page: H. 13 1/8 in. (33.3 cm)
           W.  8 1/4 in. (21 cm)
Mat:  H. 19 1/4 in. (48.9 cm)
         W. 14 1/4 in. (36.2 cm)",,Codices,"Written by the courtier Abu'l Fazl between 1589 and 1598, the Akbarnama chronicles the life of the emperor Akbar, including details on affairs ranging from the issuing of edicts to His Majesty’s daily diet. The project of creating illustrated copies of the text commenced before Abu'l Fazl had finished writing, as Akbar himself selected episodes for his artists to depict. This painting shows the emperor hunting a cheetah, whose capture, Abu'l Fazl noted, required special skill. This painting is one of eight folios from the so-called ""Chester Beatty Akbarnama"" in the Davis album.","[[[205 212 231]
  [205 212 231]
  [205 212 231]
  ...
  [202 212 230]
  [202 212 230]
  [202 212 230]]

 [[205 212 231]
  [205 212 231]
  [205 212 231]
  ...
  [202 212 230]
  [202 212 230]
  [202 212 230]]

 [[205 212 231]
  [205 212 231]
  [205 212 231]
  ...
  [202 212 230]
  [202 212 230]
  [202 212 230]]

 ...

 [[210 220 238]
  [210 220 238]
  [210 220 238]
  ...
  [215 222 241]
  [215 222 241]
  [215 222 241]]

 [[210 220 238]
  [210 220 238]
  [210 220 238]
  ...
  [215 222 241]
  [215 222 241]
  [215 222 241]]

 [[210 220 238]
  [210 220 238]
  [210 220 238]
  ...
  [215 222 241]
  [215 222 241]
  [215 222 241]]]", Who painted the artwork?, Abu'l Fazl, What is the title of the artwork?," """"Akbar Hunting with Cheetahs"", Folio from a Manuscript of the Akbarnama. Folio from the Davis Album""", When was the artwork created?, ca. 1604, What type of art is it?, Illustrated album leaf
448468,Illustrated  album leaf,"""Princess with Attendants Picnicking in the Open Air"", Folio from the Davis Album",,18th century,"Ink, opaque watercolor, and gold on paper","Page: H. 13 1/8 in. (33.3 cm)
            W. 8 1/4 in. ( 21 cm)
Painting: H. 8 in. (20.3 cm)
                 W. 5 7/8 in. (14.9 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)",,Codices,"A princess is entertained by her companions with wine or sherbet, music and a green parrot. The delicately rendered figures are seated outdoors by a waterfall which emerges from a tall hillside of sweeping curves. Images of feminine gatherings first became popular subjects in Mughal albums of the second quarter of the seventeenth century. However, this painting is one of a group that were produced in the eighteenth century, seemingly inspired by the earlier Jahangiri style.","[[[204 211 220]
  [204 211 220]
  [204 211 220]
  ...
  [216 219 224]
  [216 219 224]
  [216 219 224]]

 [[204 211 220]
  [204 211 220]
  [204 211 220]
  ...
  [216 219 224]
  [216 219 224]
  [216 219 224]]

 [[205 212 221]
  [205 212 221]
  [205 212 221]
  ...
  [216 219 224]
  [216 219 224]
  [216 219 224]]

 ...

 [[223 226 230]
  [223 226 230]
  [223 226 230]
  ...
  [225 228 233]
  [225 228 233]
  [225 228 233]]

 [[223 226 230]
  [223 226 230]
  [223 226 230]
  ...
  [225 228 233]
  [225 228 233]
  [225 228 233]]

 [[223 226 230]
  [223 226 230]
  [223 226 230]
  ...
  [225 228 233]
  [225 228 233]
  [225 228 233]]]", What is the title of the art?," ""Princess with Attendants Picnicking in the Open Air"", Folio from the Davis Album", What is the medium used to create the art?," Ink, opaque watercolor, and gold on paper", What is the date of the art?, 18th century, What is the classification of the art?, Codices
